id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime,popularity,year_released,release_day,release_month,domestic_gross_in_mill,production_budget_in_mill,domestic_net_in_mill,Return_on_Investment,release_day_num,release_month_num
63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000,46697321,"Adventure,Comedy,Family",tt5664636,90.0,20.238,2018,Friday,October,46.697321,35.0,11.697321000000002,33.42091714285715,12,10
64,2018-01-19,12 Strong,35000000,45819713,"Action,Drama,History",tt1413492,130.0,13.183,2018,Friday,January,45.819713,35.0,10.819713,30.913465714285717,19,1
65,2009-01-23,Underworld 3: Rise of the Lycans,35000000,45802315,,,,,2009,Friday,January,45.802315,35.0,10.802315,30.863757142857146,23,1
66,2005-07-29,Must Love Dogs,35000000,43894863,,,,,2005,Friday,July,43.894863,35.0,8.894863,25.41389428571429,29,7
67,2007-07-03,License to Wed,35000000,43799818,,,,,2007,Tuesday,July,43.799818,35.0,8.799818000000002,25.142337142857148,3,7
69,2008-10-17,Max Payne,35000000,40689393,,,,,2008,Friday,October,40.689393,35.0,5.689393000000003,16.255408571428582,17,10
70,2002-03-15,Resident Evil,35000000,40119709,,,,,2002,Friday,March,40.119709,35.0,5.1197089999999985,14.62774,15,3
71,2004-03-26,The Ladykillers,35000000,39692139,,,,,2004,Friday,March,39.69213900000001,35.0,4.692138999999997,13.40611142857142,26,3
72,2011-05-06,Something Borrowed,35000000,39046489,"Comedy,Drama,Romance",tt0491152,112.0,7.567,2011,Friday,May,39.046489,35.0,4.046489000000001,11.561397142857144,6,5
73,2006-12-01,The Nativity Story,35000000,37629831,,,,,2006,Friday,December,37.629831,35.0,2.629831000000003,7.513802857142865,1,12
74,2011-10-28,In Time,35000000,37553932,"Action,Crime,Drama",tt1637688,109.0,18.912,2011,Friday,October,37.553932,35.0,2.553932000000003,7.296948571428581,28,10
75,2010-04-23,The Back-up Plan,35000000,37490007,"Comedy,Romance",tt1212436,104.0,,2010,Friday,April,37.490007,35.0,2.4900069999999985,7.11430571428571,23,4
76,2011-11-09,J. Edgar,35000000,37306030,"Biography,Crime,Drama",tt1616195,137.0,8.628,2011,Wednesday,November,37.30603,35.0,2.30603,6.588657142857143,9,11
77,2000-11-17,Bounce,35000000,36805288,,,,,2000,Friday,November,36.805288,35.0,1.805287999999997,5.157965714285707,17,11
78,2018-08-17,Mile 22,35000000,36108758,"Action,Adventure,Thriller",tt4560436,94.0,21.246,2018,Friday,August,36.108758,35.0,1.1087580000000017,3.1678800000000047,17,8
79,2015-05-08,Hot Pursuit,35000000,34580201,"Action,Comedy,Crime",tt2967224,87.0,9.607000000000001,2015,Friday,May,34.580201,35.0,-0.4197989999999976,-1.1994257142857074,8,5
80,2015-12-25,Concussion,35000000,34531832,Drama,tt2296697,96.0,5.202000000000001,2015,Friday,December,34.531832,35.0,-0.4681679999999986,-1.3376228571428532,25,12
81,2017-10-13,The Foreigner,35000000,34393507,"Action,Thriller",tt1615160,113.0,14.616,2017,Friday,October,34.393507,35.0,-0.6064930000000004,-1.732837142857144,13,10
82,2004-12-03,Closer,35000000,33987757,Drama,tt3667264,87.0,,2004,Friday,December,33.987757,35.0,-1.012242999999998,-2.8921228571428514,3,12
84,2001-11-21,Black Knight,35000000,33422806,,,,,2001,Wednesday,November,33.422806,35.0,-1.5771939999999989,-4.506268571428568,21,11
85,2005-07-22,The Bad News Bears,35000000,32868349,,,,,2005,Friday,July,32.868349,35.0,-2.131650999999998,-6.090431428571423,22,7
86,2002-12-27,The Pianist,35000000,32519322,,,,,2002,Friday,December,32.519321999999995,35.0,-2.480677999999997,-7.087651428571423,27,12
87,2005-05-06,House of Wax,35000000,32064800,,,,,2005,Friday,May,32.0648,35.0,-2.935200000000002,-8.38628571428572,6,5
88,2001-10-19,From Hell,35000000,31598308,,,,,2001,Friday,October,31.598308000000007,35.0,-3.4016920000000006,-9.719120000000002,19,10
89,2018-06-01,Adrift,35000000,31445011,Drama,tt2168766,,0.6,2018,Friday,June,31.445011,35.0,-3.554988999999998,-10.157111428571426,1,6
90,2008-08-15,Mirrors,35000000,30691439,Documentary,tt4946644,,,2008,Friday,August,30.691439000000006,35.0,-4.308561000000001,-12.310174285714288,15,8
91,2017-01-06,Underworld: Blood Wars,35000000,30353973,"Action,Adventure,Fantasy",tt3717252,91.0,18.976,2017,Friday,January,30.353973,35.0,-4.646026999999999,-13.274362857142858,6,1
92,2002-02-22,Queen of the Damned,35000000,30307804,,,,,2002,Friday,February,30.307804,35.0,-4.692195999999999,-13.406274285714286,22,2
93,2010-08-20,Nanny McPhee and the Big Bang,35000000,29197642,,,,15.213,2010,Friday,August,29.197642,35.0,-5.802358000000003,-16.57816571428572,20,8
94,2008-01-25,Untraceable,35000000,28687835,,,,,2008,Friday,January,28.687835,35.0,-6.312165,-18.034757142857146,25,1
96,2011-09-23,Abduction,35000000,28087155,"Action,Mystery,Thriller",tt1600195,106.0,17.69,2011,Friday,September,28.087155,35.0,-6.912845000000001,-19.750985714285715,23,9
98,2008-03-28,Superhero Movie,35000000,26638520,,,,,2008,Friday,March,26.63852,35.0,-8.36148,-23.889942857142852,28,3
100,2012-10-19,Alex Cross,35000000,25888412,"Action,Crime,Mystery",tt1712170,101.0,9.962,2012,Friday,October,25.888412,35.0,-9.111588000000001,-26.03310857142857,19,10
1,2004-03-26,Jersey Girl,35000000,25266129,,,,,2004,Friday,March,25.266129,35.0,-9.733871,-27.811060000000005,26,3
3,2016-09-16,Bridget Jonesâs Baby,35000000,24139805,,,,,2016,Friday,September,24.139805,35.0,-10.860195,-31.029128571428572,16,9
4,2001-11-09,Heist,35000000,23483357,"Action,Crime,Thriller",tt3276924,93.0,0.6,2001,Friday,November,23.483357,35.0,-11.516642999999998,-32.904694285714285,9,11
6,2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,"Biography,Comedy,Drama",tt3553442,112.0,8.564,2016,Friday,March,23.083334,35.0,-11.916666,-34.04761714285714,4,3
7,2004-04-09,Ella Enchanted,35000000,22913677,,,,,2004,Friday,April,22.913677,35.0,-12.086323,-34.53235142857143,9,4
8,2015-08-21,Hitman: Agent 47,35000000,22467450,"Action,Adventure,Crime",tt2679042,96.0,14.082,2015,Friday,August,22.46745,35.0,-12.53255,-35.80728571428571,21,8
9,2008-07-25,The X-Files: I Want to Believe,35000000,20982478,,,,,2008,Friday,July,20.982478,35.0,-14.017522,-40.050062857142855,25,7
10,2012-08-24,Premium Rush,35000000,20275446,"Action,Crime,Thriller",tt1547234,91.0,12.484000000000002,2012,Friday,August,20.275446,35.0,-14.724554000000001,-42.07015428571429,24,8
11,2013-01-18,Broken City,35000000,19701164,"Crime,Drama,Thriller",tt1235522,109.0,13.645999999999999,2013,Friday,January,19.701164,35.0,-15.298835999999998,-43.71096000000001,18,1
12,2005-08-19,Valiant,35000000,19478106,,,,,2005,Friday,August,19.478106,35.0,-15.521894,-44.34826857142858,19,8
13,2000-02-23,Wonder Boys,35000000,19389454,"Crime,Thriller",tt9095294,144.0,,2000,Wednesday,February,19.389454,35.0,-15.610546,-44.60155999999999,23,2
14,2005-02-25,Cursed,35000000,19294901,"Drama,War",tt3705608,112.0,0.63,2005,Friday,February,19.294901,35.0,-15.705099,-44.87171142857144,25,2
15,2007-12-21,Walk Hard: The Dewey Cox Story,35000000,18317151,,,,,2007,Friday,December,18.317151000000006,35.0,-16.682848999999994,-47.665282857142856,21,12
16,2002-09-20,The Four Feathers,35000000,18306166,,,,,2002,Friday,September,18.306166,35.0,-16.693834,-47.69666857142857,20,9
